epsilon_r,lambda_tf,operational status
4.9,3.75,0
3,2.4,1
5.6,5.15,0
7.35,5.2,0
5.25,4.15,0
5.1,3.95,0
5.15,4.6,0
6.95,6.55,1
7.45,7.65,0
4.85,4.2,0
7.3,8.45,0
3.3,2.8,1
2.8,2.45,1
5.55,5.05,1
6.4,6.5,0
5.95,4.95,0
5.1,4.5,0
5.8,5.4,1
7.8,9.8,0
7.3,7.2,0
7.75,8.5,0
5.15,4.65,0
3.45,2.6,0
4,3.1,0
6.05,5.8,0
2.7,2.45,0
7.7,9.3,1
4.05,9.7,0
7.7,8.5,0
5.4,4.25,0
7.95,9.45,1
3,2.8,0
3.9,3,1
6.85,6.35,1
2.75,9.8,0
9,7.5,0
7.8,8.75,0
6.45,3.95,0
7,6.55,0
4.75,7.85,0
6.95,6.45,0
6,5.1,1
4.8,4.15,0
3.75,3,1
6.55,6.8,0
7.9,9.2,0
2.75,2.4,1
2.95,2.7,0
6.9,6.35,0
5.85,5.6,0
7,7.65,0
7.3,8.2,1
5.85,4.9,1
4.9,4.3,0
5.35,8.55,0
7.5,8.75,1
8.1,9.95,0
7.75,9.45,1
3.25,2.8,1
2.1,4.4,0
7.8,8.65,0
7.25,7.15,0
4.4,3.45,0
5.45,4.45,1
8.05,9.7,0
3.7,2.8,0
4.5,3.85,0
4.8,4.2,0
5.05,4,1
5.65,4.65,1
5.75,5.35,0
4.2,3.3,0
6.7,6.95,0
6.25,5.3,0
4.85,3.7,0
7.7,8.6,1
5.7,4.65,0
3.3,2.55,1
6.85,6.2,0
4.8,9.5,0
7.65,9.35,0
4.85,4.15,1
4.5,3.4,0
1.95,1.4,0
3.8,3.05,0
4.55,3.85,1
6.6,5.95,1
3.7,3.05,0
7.4,8.55,0
3.1,2.8,1
7.55,7.85,0
4.75,3.6,0
6.8,7.25,0
2.8,2.4,1
7.75,8.65,0
4.25,3.25,1
5.6,5.2,0
5.65,4.6,0
8.1,10,0
8.95,8.6,0
6.05,5.1,0
6.2,5.35,1
5.45,4.75,1
3.6,2.95,1
3.9,3.05,0
7.3,7.3,1
6.1,5.9,0
7.2,8.15,0
6.6,5.9,0
8.3,8.7,0
4.3,3.3,1
3.35,2.95,1
3.7,2.85,1
5.7,4.75,1
4,3,0
6.7,7,0
1.05,4.55,0
3.4,2.95,1
2.75,2.5,0
6.65,2.5,0
2.7,6.05,0
4.1,3.15,1
3.5,2.65,0
5.1,4.55,0
8.05,3.55,0
1.05,7.35,0
6.85,7.25,0
3.35,3,0
6.5,6.65,0
7.1,7.8,0
6.75,6.05,0
3.7,2.75,0
8,9.4,0
3.5,2.6,0
7.35,7.45,1
7.25,8.15,1
6.95,7.6,0
